WS,ID,Visual Score,Biological Score,Conductivity (uS/cm),Turbidity (NTU),Phosphate (mg/l),Nitrate (mg/l),pH,Temperature (°C),E.coli (cfu),E.coli Method,date
NORO,527,,,122.2,6.03,,,6.81,,86.0,,2007-01-20
NORO,601,41.0,4.0,672.0,9.8,,,6.2,,,,2007-01-20
NORO,605,,,102.6,14.0,,,6.84,,134.0,,2007-01-20
BICO,201,37.0,20.0,40.7,4.4,,,6.8,,173.0,,2007-04-14
BICO,202,43.0,,59.2,6.4,,,7.2,,,,2007-04-14
BICO,301,40.0,12.0,53.8,1.3,,,6.6,,670.0,,2007-04-14
BICO,302,42.0,,52.6,2.6,,,6.9,,,,2007-04-14
MIDO,101,43.0,,37.5,9.1,,,6.9,,,,2007-04-14
MIDO,103,40.0,,66.5,8.7,,,6.9,,,,2007-04-14
MIDO,301,43.0,22.0,35.4,3.2,,,6.8,,143.0,,2007-04-14
MIDO,305,37.0,,42.3,15.1,,,6.9,,,,2007-04-14
MIDO,307,22.0,,38.0,6.1,,,6.8,,,,2007-04-14
MIDO,310,29.0,,39.5,3.6,,,6.9,,,,2007-04-14
MIDO,312,27.0,,38.8,9.8,,,6.9,,240.0,,2007-04-14
MIDO,313,34.0,,38.6,2.6,,,6.7,,,,2007-04-14
MIDO,316,44.0,,44.1,3.3,,,7.2,,,,2007-04-14
MIDO,318,49.0,,43.7,3.7,,,7.0,,,,2007-04-14
MIDO,402,37.0,,56.1,17.2,,,6.9,,,,2007-04-14
MIDO,403,33.0,,,,,,,,,,2007-04-14
MIDO,506,40.0,,51.4,5.0,,,6.9,,,,2007-04-14
MIDO,507,32.5,,38.8,5.0,,,6.9,,,,2007-04-14
MIDO,508,34.0,,49.7,14.7,,,6.9,,,,2007-04-14
MIDO,509,44.0,,44.3,4.9,,,7.1,,,,2007-04-14
MIDO,510,27.0,,49.5,8.9,,,7.1,,,,2007-04-14
MIDO,511,36.0,,38.2,58.1,,,6.8,,,,2007-04-14
MIDO,512,39.0,,74.0,7.9,,,6.7,,,,2007-04-14
MIDO,601,44.0,23.0,47.2,8.7,,,6.9,,820.0,,2007-04-14
MIDO,606,24.0,,46.2,6.4,,,6.9,,,,2007-04-14
MIDO,608,35.0,,48.5,10.7,,,7.0,,,,2007-04-14
MIDO,609,46.0,,,,,,,,,,2007-04-14
MIDO,610,41.0,,48.6,8.6,,,7.0,,,,2007-04-14
MIDO,612,50.0,,50.0,7.7,,,7.0,,,,2007-04-14
MIDO,616,46.0,,66.9,5.0,,,6.9,,,,2007-04-14
MIDO,617,46.0,,42.5,11.3,,,6.7,,,,2007-04-14
MIDO,701,47.0,7.0,,,,,,,,,2007-04-14
MIDO,704,50.0,20.0,100.9,6.4,,,6.6,,259.0,,2007-04-14
MIDO,706,30.0,,37.7,13.7,,,6.9,,,,2007-04-14
MIDO,707,34.0,,,,,,,,,,2007-04-14
MIDO,708,51.0,,89.5,2.5,,,6.7,,,,2007-04-14
MIDO,712,32.0,,49.3,9.1,,,6.9,,,,2007-04-14
MIDO,718,48.0,,51.7,7.5,,,7.1,,,,2007-04-14
MIDO,719,37.0,,68.1,7.2,,,7.1,,,,2007-04-14
MIDO,726,,,57.5,30.2,,,7.2,,173.0,,2007-04-14
MIDO,801,,,65.8,3.0,,,7.3,,,,2007-04-14
MIDO,802,38.0,13.0,66.9,2.8,,,7.0,,231.0,,2007-04-14
MIDO,803,19.0,5.0,94.1,1.9,,,6.8,,311.0,,2007-04-14
MIDO,804,34.0,,57.6,2.3,,,7.0,,,,2007-04-14
MIDO,805,35.0,,57.1,6.4,,,6.9,,10462.0,,2007-04-14
MIDO,807,29.0,,72.1,2.1,,,6.5,,,,2007-04-14
MIDO,808,38.0,,90.3,2.6,,,6.9,,,,2007-04-14
MIDO,810,39.0,,,,,,,,,,2007-04-14
MIDO,811,39.0,,65.2,1.6,,,6.8,,203.0,,2007-04-14
MIDO,818,45.0,,82.2,3.7,,,7.0,,,,2007-04-14
MIDO,825,31.0,,58.8,2.4,,,6.9,,,,2007-04-14
MIDO,826,21.0,,80.1,3.9,,,6.8,,,,2007-04-14
NORO,102,30.0,,67.0,14.6,,,7.2,,,,2007-04-14
NORO,108,43.0,,45.4,11.9,,,6.7,,,,2007-04-14
NORO,116,24.0,,39.2,4.8,,,7.0,,,,2007-04-14
NORO,201,37.0,,48.0,10.2,,,7.0,,,,2007-04-14
NORO,301,37.0,,,,,,,,,,2007-04-14
NORO,401,36.0,,44.8,6.7,,,7.0,,52.0,,2007-04-14
NORO,402,40.0,,39.4,3.7,,,6.9,,,,2007-04-14
NORO,403,30.0,,31.7,5.8,,,6.4,,,,2007-04-14
NORO,501,38.0,,58.9,13.1,,,6.8,,,,2007-04-14
NORO,502,,,183.3,6.4,,,6.9,,855.0,,2007-04-14
NORO,503,37.0,20.0,47.9,13.4,,,,,399.0,,2007-04-14
NORO,504,27.0,,95.5,2.6,,,6.9,,131.0,,2007-04-14
NORO,505,37.0,,76.7,12.0,,,7.0,,52.0,,2007-04-14
NORO,506,,,90.3,8.0,,,7.1,,882.0,,2007-04-14
NORO,510,,,54.6,14.4,,,6.9,,158.0,,2007-04-14
NORO,512,39.0,,56.2,13.4,,,6.7,,,,2007-04-14
NORO,513,39.0,,49.7,11.1,,,6.7,,,,2007-04-14
NORO,514,45.0,,53.1,12.4,,,6.8,,,,2007-04-14
NORO,515,42.0,,,,,,,,,,2007-04-14
NORO,517,43.0,5.0,159.6,4.3,,,7.0,,331.0,,2007-04-14
NORO,518,26.0,,199.1,5.2,,,6.7,,1376.0,,2007-04-14
NORO,519,37.0,,40.3,10.2,,,6.5,,52.0,,2007-04-14
NORO,520,,,114.6,7.2,,,7.0,,384.0,,2007-04-14
NORO,527,,,118.3,11.2,,,6.9,,479.0,,2007-04-14
NORO,601,43.0,0.0,371.5,6.2,,,6.3,,,,2007-04-14
NORO,603,38.0,,516.0,2.7,,,6.4,,,,2007-04-14
NORO,604,28.0,,483.0,5.4,,,6.2,,,,2007-04-14
NORO,605,,,78.3,8.2,,,7.1,,41.0,,2007-04-14
NORO,607,34.0,,163.4,1.5,,,6.8,,,,2007-04-14
NORO,609,48.0,,84.0,6.4,,,7.1,,,,2007-04-14
NORO,610,43.0,,63.2,9.7,,,7.0,,,,2007-04-14
NORO,611,32.0,,60.3,23.2,,,6.6,,,,2007-04-14
NORO,612,43.0,,62.3,2.5,,,6.7,,,,2007-04-14
NORO,615,20.0,,142.8,1.6,,,6.8,,1376.0,,2007-04-14
NORO,618,29.0,,141.6,2.3,,,6.9,,327.0,,2007-04-14
NORO,627,26.0,,147.8,2.6,,,6.8,,,,2007-04-14
BICO,201,48.0,19.0,61.0,8.2,,,,,121.0,,2007-07-07
MIDO,301,46.0,20.0,55.5,4.6,,,,,359.0,,2007-07-07
MIDO,601,48.0,24.0,64.0,9.0,,,,,132.0,,2007-07-07
MIDO,704,50.0,25.0,125.0,6.5,,,,,61.0,,2007-07-07
MIDO,801,,,102.5,11.0,,,,,,,2007-07-07
MIDO,802,49.0,10.0,90.5,3.3,,,,,733.0,,2007-07-07
MIDO,803,25.0,7.0,,3.8,,,,,1296.0,,2007-07-07
MIDO,804,,,79.0,8.0,,,,,158.0,,2007-07-07
MIDO,805,,,126.0,13.7,,,,,14136.0,,2007-07-07
NORO,502,,,265.0,5.0,,,,,399.0,,2007-07-07
NORO,503,26.0,13.0,91.6,16.2,,,,,98.0,,2007-07-07
NORO,506,,,157.4,10.5,,,,,98.0,,2007-07-07
NORO,510,,,87.5,24.5,,,,,,,2007-07-07
NORO,516,39.0,7.0,238.0,2.5,,,,,,,2007-07-07
NORO,517,,,202.5,4.5,,,,,1119.0,,2007-07-07
NORO,518,,,334.0,17.8,,,,,24192.0,,2007-07-07
NORO,520,,,163.0,5.2,,,,,262.0,,2007-07-07
NORO,527,,,158.5,5.5,,,,,173.0,,2007-07-07
NORO,601,41.0,5.0,577.0,3.0,,,,,,,2007-07-07
NORO,612,32.0,17.0,89.0,9.3,,,,,336.0,,2007-07-07
NORO,520A,,,106.4,12.0,,,,,52.0,,2007-07-07
BICO,201,,18.0,54.0,8.6,,,,,143.0,,2007-10-27
BICO,301,,10.0,61.0,7.3,,,,,677.0,,2007-10-27
MIDO,301,,22.0,51.0,4.3,,,,,74.0,,2007-10-27
MIDO,601,,22.0,57.0,5.6,,,,,776.0,,2007-10-27
MIDO,704,,11.0,110.0,3.0,,,,,,,2007-10-27
MIDO,801,,,74.0,20.2,,,,,,,2007-10-27
MIDO,802,,6.0,70.0,1.7,,,,,97.0,,2007-10-27
MIDO,803,,11.0,105.0,1.6,,,,,350.0,,2007-10-27
MIDO,804,,,69.0,2.6,,,,,399.0,,2007-10-27
MIDO,805,,,70.0,7.8,,,,,253.0,,2007-10-27
NORO,401,,,70.0,6.3,,,,,146.0,,2007-10-27
NORO,502,,,252.0,3.5,,,,,278.0,,2007-10-27
NORO,503,,11.0,89.0,9.0,,,,,97.0,,2007-10-27
NORO,506,,,124.0,36.0,,,,,1607.0,,2007-10-27
NORO,510,,,82.0,16.0,,,,,,,2007-10-27
NORO,517,,,150.0,4.0,,,,,,,2007-10-27
NORO,520,,,122.0,4.6,,,,,223.0,,2007-10-27
NORO,527,,,118.0,4.2,,,,,243.0,,2007-10-27
NORO,601,,6.0,380.0,1.0,,,,,,,2007-10-27
NORO,605,,,145.0,11.3,,,,,74.0,,2007-10-27
NORO,401,,6.0,,,,,,,,,
BICO,201,,25.0,97.6,9.8,,0.75,6.2,,703.0,,2008-02-02
BICO,301,,21.0,87.9,7.7,,0.85,6.6,,1722.0,,2008-02-02
MIDO,301,,20.0,59.2,8.1,,0.11,6.7,,341.0,,2008-02-02
MIDO,601,,24.0,68.4,42.7,,0.4,6.8,,218.0,,2008-02-02
MIDO,704,,26.0,92.7,18.7,,2.49,6.3,,,,2008-02-02
MIDO,801,,,74.9,195.0,,0.81,7.0,,,,2008-02-02
MIDO,802,,13.0,87.5,13.5,,0.62,7.0,,187.0,,2008-02-02
MIDO,803,,7.0,134.4,3.8,,1.44,7.0,,441.0,,2008-02-02
MIDO,804,,,78.4,17.6,,0.75,6.9,,1126.0,,2008-02-02
MIDO,805,,,82.5,8.3,,0.4,6.7,,504.0,,2008-02-02
NORO,401,,,61.1,21.2,,0.2,6.9,,285.0,,2008-02-02
NORO,502,,,237.0,7.6,,2.5,6.9,,52.0,,2008-02-02
NORO,503,,8.0,183.4,17.7,,0.57,6.7,,323.0,,2008-02-02
NORO,506,,,161.9,10.0,,2.26,6.5,,97.0,,2008-02-02
NORO,510,,,72.8,55.5,,0.5,7.0,,,,2008-02-02
NORO,516,,12.0,213.0,1.0,,,6.9,,,,2008-02-02
NORO,517,,,209.0,1.7,,2.24,6.9,,,,2008-02-02
NORO,520,,,131.7,12.3,,0.92,7.0,,419.0,,2008-02-02
NORO,527,,,125.3,13.2,,0.87,7.0,,389.0,,2008-02-02
NORO,601,,3.0,609.0,12.9,,3.06,6.2,,,,2008-02-02
NORO,605,,,83.4,44.4,,0.52,7.0,,,,2008-02-02
BICO,101,,,92.0,191.0,,,7.0,,,,2008-04-13
BICO,202,,,65.0,42.9,,,6.9,,,,2008-04-13
BICO,301,,,40.0,16.6,,0.23,6.7,,1860.0,,2008-04-13
BICO,302,,,43.0,23.0,,,6.8,,,,2008-04-13
MIDO,301,40.0,26.0,46.0,41.1,,0.09,6.8,,815.0,,2008-04-13
MIDO,316,,,48.0,27.6,,,6.9,,,,2008-04-13
MIDO,318,,,49.0,25.2,,,6.7,,,,2008-04-13
MIDO,502,,,54.0,108.0,,,6.8,,2098.0,,2008-04-13
MIDO,504,,,55.0,65.8,,,7.0,,,,2008-04-13
MIDO,505,,,56.0,61.5,,,6.8,,,,2008-04-13
MIDO,507,,,56.0,28.4,,0.42,6.7,,2282.0,,2008-04-13
MIDO,508,,,55.0,59.7,,0.26,6.7,,4106.0,,2008-04-13
MIDO,509,,,42.0,119.0,,,6.5,,,,2008-04-13
MIDO,511,,,43.0,44.1,,,6.9,,,,2008-04-13
MIDO,512,,,58.0,6.0,,,6.9,,,,2008-04-13
MIDO,515,,,47.0,45.1,,,6.6,,,,2008-04-13
MIDO,601,,,51.0,44.1,,0.21,6.8,,3448.0,,2008-04-13
MIDO,604,,,45.0,46.9,,,6.8,,,,2008-04-13
MIDO,605,,,45.0,109.5,,,6.6,,,,2008-04-13
MIDO,606,,,45.0,97.9,,0.15,6.6,,2489.0,,2008-04-13
MIDO,608,,,49.0,58.7,,,6.9,,,,2008-04-13
MIDO,609,,,49.0,101.6,,0.18,6.6,,2382.0,,2008-04-13
MIDO,610,,,46.0,58.0,,,6.8,,,,2008-04-13
MIDO,611,,,46.0,73.4,,,6.6,,,,2008-04-13
MIDO,612,,,42.0,67.3,,,6.9,,,,2008-04-13
MIDO,613,,,47.0,76.8,,0.27,6.6,,3448.0,,2008-04-13
MIDO,616,,,33.0,28.1,,0.08,6.7,,1112.0,,2008-04-13
MIDO,617,,,38.0,56.5,,,6.3,,,,2008-04-13
MIDO,618,,,47.0,65.2,,,6.8,,,,2008-04-13
MIDO,701,,,59.0,24.8,,0.3,6.9,,1497.0,,2008-04-13
MIDO,702,,,53.0,76.5,,,7.1,,,,2008-04-13
MIDO,704,,25.0,65.0,21.8,,1.78,6.4,,703.0,,2008-04-13
MIDO,706,,,50.0,18.9,,,7.0,,,,2008-04-13
MIDO,707,,,86.0,16.0,,0.46,7.0,,,,2008-04-13
MIDO,709,,,66.0,202.0,,,6.8,,,,2008-04-13
MIDO,712,,,58.0,45.4,,,6.7,,,,2008-04-13
MIDO,718,,,62.0,11.7,,,7.3,,,,2008-04-13
MIDO,719,,,79.0,19.7,,,7.1,,,,2008-04-13
MIDO,726,,,89.0,15.1,,0.48,6.9,,1106.0,,2008-04-13
MIDO,801,,,96.0,212.0,,0.65,6.9,,,,2008-04-13
MIDO,802,,,97.0,124.0,,0.22,6.8,,3873.0,,2008-04-13
MIDO,803,,,39.0,28.0,,0.2,6.8,,5172.0,,2008-04-13
MIDO,804,,,44.0,44.9,,0.2,6.8,,3654.0,,2008-04-13
MIDO,805,,,46.0,22.7,,0.09,6.4,,12997.0,,2008-04-13
MIDO,807,,,49.0,60.6,,,6.9,,,,2008-04-13
MIDO,811,,,31.0,40.7,,,6.7,,1872.0,,2008-04-13
MIDO,812,,,37.0,49.4,,,6.9,,,,2008-04-13
MIDO,813,,,50.0,34.2,,,6.4,,,,2008-04-13
MIDO,814,,,23.0,32.7,,,6.6,,,,2008-04-13
MIDO,816,,,53.0,96.1,,,7.0,,,,2008-04-13
MIDO,817,,,56.0,135.0,,,6.8,,,,2008-04-13
MIDO,818,,,40.0,29.3,,,6.9,,,,2008-04-13
MIDO,820,,,46.0,53.5,,,6.9,,,,2008-04-13
MIDO,825,,,34.0,16.0,,,6.7,,,,2008-04-13
MIDO,826,,,44.0,28.8,,0.2,6.9,,10462.0,,2008-04-13
MIDO,828,,,57.0,19.5,,0.21,6.8,,1785.0,,2008-04-13
MIDO,831,,,38.0,26.0,,,6.9,,,,2008-04-13
NORO,115,,,47.0,388.0,,,6.9,,1860.0,,2008-04-13
NORO,117,,,45.0,164.0,,,6.8,,17329.0,,2008-04-13
NORO,201,,,57.0,28.5,,,6.9,,,,2008-04-13
NORO,301,,,62.0,63.3,,,6.8,,,,2008-04-13
NORO,401,,,55.0,21.0,,0.21,6.6,,933.0,,2008-04-13
NORO,402,,,45.0,12.8,,,6.6,,,,2008-04-13
NORO,403,,,39.0,17.0,,,6.1,,,,2008-04-13
NORO,405,,,43.0,52.5,,,6.8,,,,2008-04-13
NORO,501,,,84.0,19.1,,,6.8,,,,2008-04-13
NORO,502,,,98.0,30.3,,0.56,6.8,,4611.0,,2008-04-13
NORO,503,,,63.0,59.8,,0.31,6.9,,1515.0,,2008-04-13
NORO,504,,,59.0,35.8,,0.34,6.7,,5172.0,,2008-04-13
NORO,505,,,78.0,57.8,,0.35,6.5,,5172.0,,2008-04-13
NORO,506,,,41.0,16.0,,0.13,6.6,,3076.0,,2008-04-13
NORO,510,,,69.0,208.0,,0.49,7.0,,,,2008-04-13
NORO,511,,,39.0,216.0,,,6.4,,,,2008-04-13
NORO,512,,,65.0,26.5,,,6.5,,,,2008-04-13
NORO,513,,,63.0,32.2,,,6.6,,,,2008-04-13
NORO,514,,,69.0,188.0,,,6.7,,,,2008-04-13
NORO,515,,,56.0,57.5,,,6.8,,1313.0,,2008-04-13
NORO,516,,,68.0,18.7,,,6.9,,,,2008-04-13
NORO,517,,,60.0,30.0,,,6.8,,1664.0,,2008-04-13
NORO,518,,,103.0,52.5,,,6.7,,,,2008-04-13
NORO,519,,,51.0,28.8,,,6.4,,,,2008-04-13
NORO,520,,,62.0,51.2,,0.39,6.8,,24192.0,,2008-04-13
NORO,527,,,57.0,53.7,,,6.8,,3255.0,,2008-04-13
NORO,601,39.0,5.0,385.0,33.3,,1.13,6.5,,,,2008-04-13
NORO,603,,,290.0,28.4,,0.93,6.6,,1850.0,,2008-04-13
NORO,604,,,401.0,44.2,,,6.5,,,,2008-04-13
NORO,605,,,90.0,23.5,,0.53,7.1,,,,2008-04-13
NORO,607,,,59.0,20.2,,0.39,6.9,,24192.0,,2008-04-13
NORO,609,,,98.0,268.0,,,7.1,,,,2008-04-13
NORO,611,,,61.0,15.1,,,6.5,,,,2008-04-13
NORO,612,,,57.0,14.5,,0.63,6.6,,1860.0,,2008-04-13
NORO,615,,,48.0,19.7,,0.26,6.9,,7701.0,,2008-04-13
NORO,618,,,46.0,20.0,,,6.9,,3873.0,,2008-04-13
NORO,626,,,47.0,36.0,,,6.4,,,,2008-04-13
NORO,627,,,54.0,36.3,,0.3,6.8,,,,2008-04-13
BICO,201,,23.0,51.3,3.4,,0.69,6.73,,1019.0,,2008-08-16
BICO,301,,,57.0,1.7,,0.85,6.84,,419.0,,2008-08-16
MIDO,301,38.0,26.0,49.2,2.6,,0.06,7.27,,2755.0,,2008-08-16
MIDO,601,51.0,20.0,58.5,6.3,,0.2,7.2,,496.0,,2008-08-16
MIDO,704,52.0,18.0,115.3,2.8,,6.56,6.37,,,,2008-08-16
MIDO,719,,,116.3,6.0,,,7.46,,,,2008-08-16
MIDO,801,,,107.2,9.6,,0.25,7.45,,,,2008-08-16
MIDO,802,44.0,21.0,77.3,1.9,,0.3,7.24,,341.0,,2008-08-16
MIDO,803,,8.0,101.9,4.8,,0.9,7.2,,546.0,,2008-08-16
MIDO,804,,,56.8,1.7,,,7.08,,2187.0,,2008-08-16
MIDO,805,,,67.8,11.0,,,7.26,,2481.0,,2008-08-16
NORO,401,,,71.4,7.7,,0.09,7.16,,441.0,,2008-08-16
NORO,502,,,187.0,2.8,,0.92,7.07,,246.0,,2008-08-16
NORO,503,30.0,9.0,105.0,8.3,,0.18,6.84,,187.0,,2008-08-16
NORO,506,,,119.9,3.0,,0.24,6.78,,1100.0,,2008-08-16
NORO,510,,,81.5,9.9,,0.08,7.2,,,,2008-08-16
NORO,517,,,151.8,1.8,,0.84,6.95,,,,2008-08-16
NORO,520,,,108.2,4.0,,0.46,6.88,,132.0,,2008-08-16
NORO,527,,,115.2,4.0,,,6.92,,379.0,,2008-08-16
NORO,601,28.0,2.0,400.0,0.9,,5.5,5.51,,,,2008-08-16
NORO,605,,,333.0,8.8,,2.38,7.21,,97.0,,2008-08-16
NORO,609,,,308.0,3.4,,3.63,7.15,,,,2008-08-16
BICO,201,49.0,21.0,54.8,2.4,,0.1,6.85,,300.0,,2008-11-15
BICO,301,,,39.4,23.3,,0.02,6.65,,5560.0,,2008-11-15
MIDO,301,41.0,27.0,45.6,28.7,,0.02,6.9,,1710.0,,2008-11-15
MIDO,601,,,47.5,33.5,,0.02,7.25,,2750.0,,2008-11-15
MIDO,704,53.0,17.0,68.2,16.6,,1.54,6.82,,310.0,,2008-11-15
MIDO,719,,,82.7,16.3,,0.15,7.18,,,,2008-11-15
MIDO,801,,,77.0,28.6,,0.09,7.17,,,,2008-11-15
MIDO,802,43.0,16.0,49.9,26.8,,0.02,6.9,,3270.0,,2008-11-15
MIDO,803,,,58.5,21.2,,0.07,6.5,,8360.0,,2008-11-15
MIDO,804,,,63.7,14.7,,,7.08,,1830.0,,2008-11-15
MIDO,805,,,53.4,41.2,,0.02,6.66,,10140.0,,2008-11-15
NORO,401,,,63.8,11.6,,,6.73,,,,2008-11-15
NORO,502,,,160.4,18.2,,0.28,6.77,,5290.0,,2008-11-15
NORO,503,,,66.6,36.2,,0.05,6.62,,1710.0,,2008-11-15
NORO,506,,,129.7,15.5,,,6.84,,,,2008-11-15
NORO,510,,,73.6,18.4,,0.05,6.89,,3180.0,,2008-11-15
NORO,517,,,92.9,31.4,,0.68,6.89,,,,2008-11-15
NORO,520,,,61.4,36.7,,0.2,6.88,,20120.0,,2008-11-15
NORO,527,,,57.8,34.2,,,7.03,,,,2008-11-15
NORO,601,33.0,4.0,330.0,12.1,,1.47,5.98,,,,2008-11-15
NORO,605,,,105.5,13.6,,0.33,7.09,,860.0,,2008-11-15
NORO,609,,,143.5,11.6,,1.16,7.7,,,,2008-11-15
NORO,401,,22.0,,,,,,,,,2008-02-02
NORO,401,,17.0,,,,,,,,,2008-04-13
NORO,401,,19.0,,,,,,,,,2008-08-16
BICO,201,,,49.9,4.2,,1.0,7.05,,631.0,,2009-02-07
BICO,301,,,61.9,3.8,,1.33,6.9,,504.0,,2009-02-07
MIDO,301,45.0,25.0,47.6,3.6,,0.18,7.27,,292.0,,2009-02-07
MIDO,505,,,57.6,10.6,,0.39,6.82,,410.0,,2009-02-07
MIDO,508,,,60.2,10.4,,0.49,7.25,,282.0,,2009-02-07
MIDO,601,50.0,23.0,56.5,5.8,,0.34,7.12,,323.0,,2009-02-07
MIDO,704,46.0,24.0,77.0,10.5,,3.26,6.63,,,,2009-02-07
MIDO,719,,,93.8,7.9,,0.79,6.75,,,,2009-02-07
MIDO,801,,,77.7,5.8,,0.82,7.28,,,,2009-02-07
MIDO,802,41.0,14.0,71.5,2.2,,0.74,7.18,,122.0,,2009-02-07
MIDO,803,21.0,8.0,100.7,1.1,,1.95,7.03,,754.0,,2009-02-07
MIDO,804,,,66.3,1.7,,0.78,7.23,,3130.0,,2009-02-07
MIDO,805,,,65.1,6.2,,0.35,7.08,,3873.0,,2009-02-07
NORO,401,,,53.0,13.9,,0.34,7.2,,,,2009-02-07
NORO,502,,,172.3,2.5,,2.23,7.02,,624.0,,2009-02-07
NORO,503,33.0,14.0,69.2,9.6,,0.58,7.29,,185.0,,2009-02-07
NORO,506,,,116.3,2.6,,1.7,6.85,,2187.0,,2009-02-07
NORO,510,,,70.2,11.3,,0.53,7.2,,,,2009-02-07
NORO,517,,,154.8,1.5,,1.95,6.93,,,,2009-02-07
NORO,520,,,120.7,3.4,,1.28,7.11,,529.0,,2009-02-07
NORO,527,,,118.8,3.5,,,6.98,,,,2009-02-07
NORO,601,35.0,1.0,,,,,,,,,2009-02-07
NORO,605,,,92.4,10.3,,0.78,7.17,,52.0,,2009-02-07
NORO,609,,,107.6,9.9,,1.08,7.07,,,,2009-02-07
BICO,301,46.0,,30.5,50.0,,,6.7,,1600.0,,2009-03-28
BICO,302,46.0,,33.8,85.4,,,6.7,,,,2009-03-28
MIDO,301,,,38.3,28.9,,0.11,6.7,,500.0,,2009-03-28
MIDO,502,48.0,,46.8,93.7,,,6.8,,,,2009-03-28
MIDO,505,38.0,,43.0,91.6,,,6.6,,1700.0,,2009-03-28
MIDO,507,29.0,,43.7,27.0,,0.56,6.4,,500.0,,2009-03-28
MIDO,508,42.0,,45.1,84.8,,,6.6,,2000.0,,2009-03-28
MIDO,510,47.0,,46.7,89.0,,,6.9,,2500.0,,2009-03-28
MIDO,601,45.0,,45.3,58.7,,0.31,6.8,,1100.0,,2009-03-28
MIDO,604,48.0,,46.2,55.2,,,6.8,,,,2009-03-28
MIDO,605,30.0,,44.6,48.6,,,6.6,,,,2009-03-28
MIDO,606,33.0,,42.1,67.9,,0.21,6.6,,,,2009-03-28
MIDO,608,48.0,,45.6,52.1,,,6.9,,,,2009-03-28
MIDO,609,40.0,,53.6,54.6,,,6.6,,,,2009-03-28
MIDO,610,46.0,,49.7,51.5,,,6.8,,,,2009-03-28
MIDO,613,39.0,,44.1,45.3,,,6.5,,1600.0,,2009-03-28
MIDO,616,32.0,,29.7,45.4,,,6.6,,1400.0,,2009-03-28
MIDO,617,45.0,,37.6,47.1,,,6.2,,2100.0,,2009-03-28
MIDO,701,45.0,,47.2,26.0,,,6.7,,300.0,,2009-03-28
MIDO,702,36.0,,44.2,90.8,,,7.0,,1200.0,,2009-03-28
MIDO,704,,19.0,30.9,59.8,,,6.3,,,,2009-03-28
MIDO,719,35.0,,42.2,339.0,,0.43,6.9,,700.0,,2009-03-28
MIDO,801,38.0,,52.4,402.0,,0.71,6.9,,,,2009-03-28
MIDO,802,,,65.2,29.5,,0.5,7.1,,300.0,,2009-03-28
MIDO,803,28.0,,95.4,70.3,,0.43,6.9,,3400.0,,2009-03-28
MIDO,804,34.0,,81.9,26.9,,,6.7,,,,2009-03-28
MIDO,805,24.0,,51.5,22.0,,,6.7,,1000.0,,2009-03-28
MIDO,806,,,42.0,55.1,,,6.9,,,,2009-03-28
MIDO,811,25.0,,35.4,61.8,,,6.9,,2400.0,,2009-03-28
MIDO,814,43.0,,21.0,48.7,,,6.7,,,,2009-03-28
MIDO,816,23.0,,51.2,31.8,,0.35,6.9,,400.0,,2009-03-28
MIDO,818,29.0,,48.9,55.3,,0.37,6.9,,3800.0,,2009-03-28
MIDO,825,41.0,,32.6,31.1,,,6.7,,3700.0,,2009-03-28
MIDO,826,33.0,,67.0,53.8,,,7.0,,4000.0,,2009-03-28
NORO,401,48.0,,44.7,21.6,,,6.5,,400.0,,2009-03-28
NORO,501,50.0,,64.4,33.9,,,6.9,,,,2009-03-28
NORO,502,,,44.7,90.6,,0.35,6.8,,,,2009-03-28
NORO,503,,,59.5,39.2,,0.42,6.9,,1500.0,,2009-03-28
NORO,505,46.0,,67.7,40.4,,,6.4,,900.0,,2009-03-28
NORO,506,,,25.7,41.6,,,6.7,,,,2009-03-28
NORO,510,,,55.5,41.6,,0.49,6.8,,1900.0,,2009-03-28
NORO,511,46.0,,55.0,27.7,,0.94,6.6,,,,2009-03-28
NORO,512,43.0,,53.3,36.2,,,6.7,,700.0,,2009-03-28
NORO,514,43.0,,63.2,26.1,,,6.7,,400.0,,2009-03-28
NORO,516,36.0,,32.7,79.1,,,6.9,,,,2009-03-28
NORO,517,,,140.1,54.1,,3.01,6.8,,900.0,,2009-03-28
NORO,518,26.0,,47.1,69.5,,,7.0,,4800.0,,2009-03-28
NORO,519,48.0,,41.5,44.0,,,6.4,,600.0,,2009-03-28
NORO,520,,,72.5,61.2,,0.56,7.0,,,,2009-03-28
NORO,601,,4.0,,,,,,,,,2009-03-28
NORO,605,,,66.4,45.6,,0.6,7.0,,1500.0,,2009-03-28
NORO,607,35.0,,31.5,71.1,,,6.9,,6000.0,,2009-03-28
NORO,609,43.0,,67.0,47.0,,,7.0,,,,2009-03-28
NORO,615,42.0,,,,,,,,3800.0,,2009-03-28
NORO,618,40.0,,28.4,37.8,,,7.0,,5000.0,,2009-03-28
BICO,201,45.0,21.0,54.7,6.9,,4.31,6.67,,226.0,,2009-08-15
BICO,301,39.0,16.0,68.2,3.2,,5.31,,,323.0,,2009-08-15
MIDO,301,47.0,21.0,50.5,6.3,,0.61,,,323.0,,2009-08-15
MIDO,601,51.0,23.0,61.6,8.9,,,6.61,,253.0,,2009-08-15
MIDO,704,48.0,25.0,,,,,,,,,2009-08-15
MIDO,801,,,107.9,12.9,,2.61,7.07,,,,2009-08-15
